"address_location_name","address_line1","address_line2","address_line3","address_city","address_state","address_zip","directions","polling_hours","photo_url","id"
"HANOVER HIGH SCHOOL","10307 Chamberlayne Rd","","","Mechanicsville","VA","231164002","","6:00 AM - 7:00 PM","","80401"
"EAST HANOVER RESCUE SQUAD","8105 Walnut Grove Rd","","","Mechanicsville","VA","231114517","","6:00 AM - 7:00 PM","","80402"
"TUSSING ELEMENTARY SCHOOL","5501 Conduit Rd","","","Colonial Heights","VA","238342121","","6:00 AM - 7:00 PM","","80403"
"SPRINGWOODS ELEMENTARY SCHOOL","3815 Marquis Pl","","","Woodbridge","VA","221926228","GYM","6:00 AM - 7:00 PM","","80404"
"VOTING BUILDING","2955 Murphy Rd","","","VANSANT","VA","24656","","6:00 AM - 7:00 PM","","80405"
"AMERICAN LEGION POST 325","135 American Legion Blvd","","","Danville","VA","245402301","","6:00 AM - 7:00 PM","","80406"
"ROCK HILL BAPTIST CHURCH","12 VAN HORN LANE","","","Stafford","VA","225563506","","6:00 AM - 7:00 PM","","80407"
"WESTRIDGE ELEMENTARY SCHOOL","12400 Knightsbridge Dr","","","Woodbridge","VA","221925190","","6:00 AM - 7:00 PM","","80408"
"Lawson-Marriott Elementary School","1599 Newtown Road","","","Saint Stephens Church","VA","23148","","6:00 AM - 7:00 PM","","80409"
"DYERS STORE RURITAN BLDG","1900 Dyer Store Rd","","","Martinsville","VA","241127832","","6:00 AM - 7:00 PM","","80410"
"Carmel United Methodist Church","5729 Sandy Point Rd","","","Kinsale","VA","22488","","6:00 AM - 7:00 PM","","80411"
"CHICKAHOMINY FIRE STATION #10","10414 Leadbetter Rd","","","Ashland","VA","230053415","","6:00 AM - 7:00 PM","","80412"
"RUCKERSVILLE FIRE STATION","50 Sassafras Lane","","","RUCKERSVILLE","VA","22968","","6:00 AM - 7:00 PM","","80413"
"CITY HALL","300 LEE ST.","","","BRISTOL","VA","24201","COUNCIL CHAMBERS","6:00 AM - 7:00 PM","","80414"
"PENN ELEMENTARY SCHOOL","12980 QUEEN CHAPEL ROAD","","","WOODBRIDGE","VA","22193","","6:00 AM - 7:00 PM","","80415"
"DUMFRIES TOWN HALL","17755 MAIN STREET","","","Dumfries","VA","22026","","6:00 AM - 7:00 PM","","80416"
"FLUVANNA COUNTY COMMUNITY CNTR","5725 James Madison Hwy","","","FORK UNION","VA","23055","","6:00 AM - 7:00 PM","","80417"
"Anne E Moncure Elementary","75 Moncure","","","Stafford","VA","22554","","6:00 AM - 7:00 PM","","80418"
"MARSHALL ELEMENTARY SCHOOL","12505 Kahns Road","","","Manassas","VA","20112","","6:00 AM - 7:00 PM","","80419"
"EPHESUS BAPTIST CHURCH","287 EPHESUS CHURCH ROAD","","","Dunnsville","VA","22454","","6:00 AM - 7:00 PM","","80420"
"BASSETT FIRE STATION","3735 Fairystone Park Hwy","","","Bassett","VA","240554013","","6:00 AM - 7:00 PM","","80421"
"CALLANDS FIRE STATION","11741 Callands Rd","","","Callands","VA","245304125","","6:00 AM - 7:00 PM","","80422"
"ENTERPRISE  ELEMENTARY SCHOOL","13900 Lindendale Rd","","","Woodbridge","VA","221934314","","6:00 AM - 7:00 PM","","80423"
"MT ARARAT BAPTIST CHURCH","1112 Garrisonville Rd","","","Stafford","VA","22556","","6:00 AM - 7:00 PM","","80424"
"GLENKIRK ELEMENTARY SCHOOL","8584 Sedge Wren Dr","","","Gainesville","VA","201552996","","6:00 AM - 7:00 PM","","80425"
"SMYRNA CHURCH FELLOWSHIP HALL","1470 Rock Castle Rd","","","Goochland","VA","230633601","","6:00 AM - 7:00 PM","","80426"
"DAVENPORT RESCUE SQUAD BLDG","4014 HELEN HENDERSON HWY","","","DAVENPORT","VA","24239","","6:00 AM - 7:00 PM","","80427"
"Churchland Branch Library","4934 High Street West","","","PORTSMOUTH","VA","23703","","6:00 AM - 7:00 PM","","80428"
"JONESVILLE MIDDLE SCHOOL","160 BULLDOG CIRCLE","","","Jonesville","VA","24263","","6:00 AM - 7:00 PM","","80429"
"HARTWOOD PRESBYTERIAN CHURCH","50 Hartwood Church Rd ","","","Fredericksburg","VA","224064938","","6:00 AM - 7:00 PM","","80430"
"LAUREL FORK FIRE STATION","13386 DANVILLE PIKE","","","LAUREL FORK","VA","24352","","6:00 AM - 7:00 PM","","80431"
"LOUISA LODGE #113","6975 Jefferson Hwy","","","Mineral","VA","231173442","","6:00 AM - 7:00 PM","","80432"
"BASSETT RESCUE TRAINING CENTER","1946 RIVERSIDE DRIVE","","","BASSETT","VA","24055","Bassett Rescue Training Center","6:00 AM - 7:00 PM","","80433"
"COLD HARBOR ELEM SCHOOL","6740 Cold Harbor Rd","","","Mechanicsville","VA","231115303","","6:00 AM - 7:00 PM","","80434"
"TUNSTALL HIGH SCHOOL","100 Trojan Cir","","","Dry Fork","VA","245492300","","6:00 AM - 7:00 PM","","80435"
"Central High School","17024 The Trail","","","King & Queen CH","VA","23085","","6:00 AM - 7:00 PM","","80436"
"LAKEVIEW ELEMENTARY SCHOOL","401 Taswell Ave","","","Colonial Heights","VA","238341548","","6:00 AM - 7:00 PM","","80437"
"RURAL RETREAT FIRE DEPARTMENT","210 E Railroad AVE","","","Rural Retreat","VA","24368","","6:00 AM - 7:00 PM","","80438"
"SUDLEY ELEMENTARY SCHOOL","9744 Copeland Drive","","","Manassas","VA","20109","","6:00 AM - 7:00 PM","","80439"
"EMANUEL A. M. E. CHURCH","637 North St","","","Portsmouth","VA","237042414","","6:00 AM - 7:00 PM","","80440"
"WESTHAVEN BAPTIST CHURCH","4900 Caroline Avenue","","","Portsmouth","VA","237072512","","6:00 AM - 7:00 PM","","80441"
"Old Bridge Elementary School","3051 Old Bridge Rd","","","Manassas","VA","22192","","6:00 AM - 7:00 PM","","80442"
